,player,year,school,conference,team_year_url,class,pos,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,losses,rank,wins
3462,Shaun Chapas,2007,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2007.html,FR,RB,13,,,,,,,,,,11,41,3.7,0,3,22,7.3,0,14,63,4.5,0,9,3,12,0.0,0.0,0,0,,0,,,,,,,,,,2,16,8.0,0,2.0,5.0,11.0
3463,Shaun Chapas,2008,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2008.html,SO,RB,13,,,,,,,,,,7,25,3.6,0,9,120,13.3,1,16,145,9.1,1,2,0,2,0.0,0.0,0,0,,0,,,,,,,,,,2,19,9.5,0,3.0,14.0,10.0
3464,Shaun Chapas,2009,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2009.html,JR,RB,12,,,,,,,,,,7,45,6.4,1,9,50,5.6,1,16,95,5.9,2,4,0,4,0.0,0.0,0,0,,0,,,,,,,,,,2,16,8.0,0,5.0,35.0,8.0
3465,Shaun Chapas,2010,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2010.html,SR,RB,11,,,,,,,,,,15,44,2.9,2,5,29,5.8,2,20,73,3.7,4,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,3,28,9.3,0,7.0,67.0,6.0
3466,Da'Rel Scott,2007,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2007.html,FR,RB,9,,,,,,,,,,14,135,9.6,0,1,57,57.0,1,15,192,12.8,1,,,,,,,,,,,,,,,,,,,26,566,21.8,0,7.0,69.0,6.0
3467,Da'Rel Scott,2008,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2008.html,SO,RB,12,1,2,50.0,9,4.5,14.5,1,0,252.8,209,1133,5.4,8,21,171,8.1,0,230,1304,5.7,8,,,,,,,,,,,,,,,,,,,,,,,5.0,36.0,8.0
3468,Da'Rel Scott,2009,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2009.html,JR,RB,7,,,,,,,,,,85,425,5.0,4,12,111,9.3,0,97,536,5.5,4,,,,,,,,,,,,,,,,,,,,,,,10.0,109.0,2.0
3469,Da'Rel Scott,2010,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2010.html,SR,RB,13,1,1,100.0,4,4.0,24.0,1,0,463.6,122,708,5.8,5,14,170,12.1,3,136,878,6.5,8,,,,,,,,,,,,,,,,,,,2,33,16.5,0,4.0,25.0,9.0
3470,Anthony Gaitor,2007,Florida International,Sun Belt,https://www.sports-reference.com/cfb/schools/florida-international/2007.html,FR,DB,12,,,,,,,,,,,,,,,,,,,,,,33,23,56,3.0,1.0,2,0,0.0,0,,,,,,,,,,,,,,11.0,116.0,1.0
3471,Anthony Gaitor,2008,Florida International,Sun Belt,https://www.sports-reference.com/cfb/schools/florida-international/2008.html,SO,DB,12,,,,,,,,,,,,,,,,,,,,,,32,12,44,3.0,0.0,5,175,35.0,2,,,,,,4,7,1.8,0,1,17,17.0,0,7.0,73.0,5.0
3472,Anthony Gaitor,2009,Florida International,Sun Belt,https://www.sports-reference.com/cfb/schools/florida-international/2009.html,JR,DB,12,,,,,,,,,,,,,,,,,,,,,,34,11,45,4.5,0.0,2,7,3.5,0,,,,,,,,,,,,,,9.0,101.0,3.0
3473,Anthony Gaitor,2010,Florida International,Sun Belt,https://www.sports-reference.com/cfb/schools/florida-international/2010.html,SR,DB,13,,,,,,,,,,,,,,,,,,,,,,37,15,52,8.5,3.0,2,81,40.5,1,,,,,,,,,,,,,,6.0,50.0,7.0
3474,Anthony Allen,2006,Louisville,Big East,https://www.sports-reference.com/cfb/schools/louisville/2006.html,FR,RB,13,,,,,,,,,,96,406,4.2,13,4,48,12.0,1,100,454,4.5,14,3,4,7,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,3.0,12.0
3475,Anthony Allen,2007,Louisville,Big East,https://www.sports-reference.com/cfb/schools/louisville/2007.html,SO,RB,12,,,,,,,,,,146,696,4.8,7,21,153,7.3,2,167,849,5.1,9,1,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,6.0,63.0,6.0
3476,Anthony Allen,2009,Georgia Tech,ACC,https://www.sports-reference.com/cfb/schools/georgia-tech/2009.html,JR,RB,14,,,,,,,,,,64,618,9.7,6,5,112,22.4,1,69,730,10.6,7,1,0,1,0.0,0.0,,,,,0,0,0,0,0,0,0,,0,2,29,14.5,0,3.0,12.0,11.0
3477,Anthony Allen,2010,Georgia Tech,ACC,https://www.sports-reference.com/cfb/schools/georgia-tech/2010.html,SR,RB,13,,,,,,,,,,240,1316,5.5,7,3,88,29.3,1,243,1404,5.8,8,,,,,,,,,,,0,0,0,,0,0,,0,0,0,,0,7.0,67.0,6.0
3478,Greg Romeus,2007,Pitt,Big East,https://www.sports-reference.com/cfb/schools/pittsburgh/2007.html,FR,DL,12,,,,,,,,,,,,,,,,,,,,,,28,13,41,11.5,4.0,0,0,,0,3,0,0,0,0,,,,,,,,,7.0,74.0,5.0
3479,Greg Romeus,2008,Pitt,Big East,https://www.sports-reference.com/cfb/schools/pittsburgh/2008.html,SO,DL,13,,,,,,,,,,,,,,,,,,,,,,27,24,51,15.5,7.5,0,0,,0,3,0,0,0,1,,,,,,,,,4.0,21.0,9.0
3480,Greg Romeus,2009,Pitt,Big East,https://www.sports-reference.com/cfb/schools/pittsburgh/2009.html,JR,DL,13,,,,,,,,,,,,,,,,,,,,,,22,21,43,11.5,8.0,1,0,0.0,0,,,,,,,,,,,,,,3.0,13.0,10.0
3481,Greg Romeus,2010,Pitt,Big East,https://www.sports-reference.com/cfb/schools/pittsburgh/2010.html,SR,DL,2,,,,,,,,,,,,,,,,,,,,,,0,7,7,0.0,0.0,0,0,,0,1,0,0,0,0,,,,,,,,,5.0,35.0,8.0
3482,Scotty McKnight,2007,Colorado,Big 12,https://www.sports-reference.com/cfb/schools/colorado/2007.html,FR,WR,13,1,1,100.0,9,9.0,9.0,0,0,175.6,,,,,47,555,11.8,4,47,555,11.8,4,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,1,21,21.0,0,7.0,69.0,6.0
3483,Scotty McKnight,2008,Colorado,Big 12,https://www.sports-reference.com/cfb/schools/colorado/2008.html,SO,WR,12,1,3,33.3,38,12.7,12.7,0,0,139.7,2,2,1.0,0,46,519,11.3,5,48,521,10.9,5,2,0,2,0.0,0.0,0,0,,0,,,,,,1,4,4.0,0,,,,,7.0,73.0,5.0
3484,Scotty McKnight,2009,Colorado,Big 12,https://www.sports-reference.com/cfb/schools/colorado/2009.html,JR,WR,12,0,1,0.0,0,0.0,0.0,0,0,0.0,0,2,,1,76,893,11.8,6,76,895,11.8,7,2,0,2,0.0,0.0,0,0,,0,,,,,,7,32,4.6,0,,,,,9.0,101.0,3.0
3485,Scotty McKnight,2010,Colorado,Big 12,https://www.sports-reference.com/cfb/schools/colorado/2010.html,SR,WR,12,0,1,0.0,0,0.0,0.0,0,0,0.0,,,,,50,621,12.4,7,50,621,12.4,7,0,2,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,7.0,76.0,5.0
3486,Jonathan Nelson,2008,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2008.html,SO,DB,4,,,,,,,,,,,,,,,,,,,,,,5,2,7,0.0,0.0,0,0,,0,0,0,0,0,0,,,,,,,,,2.0,6.0,12.0
3487,Jonathan Nelson,2009,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2009.html,JR,DB,13,,,,,,,,,,,,,,,,,,,,,,30,16,46,1.0,1.0,3,40,13.3,0,,,,,,,,,,,,,,5.0,35.0,8.0
3488,Jonathan Nelson,2010,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2010.html,SR,DB,14,,,,,,,,,,,,,,,,,,,,,,53,49,102,3.0,0.0,2,0,0.0,0,,,,,,,,,,,,,,2.0,8.0,12.0
3489,Cliff Matthews,2007,South Carolina,SEC,https://www.sports-reference.com/cfb/schools/south-carolina/2007.html,FR,DL,12,,,,,,,,,,,,,,,,,,,,,,20,6,26,2.0,0.0,,,,,0,0,0,0,0,,,,,,,,,6.0,63.0,6.0
3490,Cliff Matthews,2008,South Carolina,SEC,https://www.sports-reference.com/cfb/schools/south-carolina/2008.html,SO,DL,13,,,,,,,,,,,,,,,,,,,,,,23,9,32,5.5,3.0,,,,,1,0,0,0,0,,,,,,,,,6.0,52.0,7.0
3491,Cliff Matthews,2009,South Carolina,SEC,https://www.sports-reference.com/cfb/schools/south-carolina/2009.html,JR,DL,12,,,,,,,,,,,,,,,,,,,,,,35,12,47,10.0,7.0,,,,,3,0,0,0,3,,,,,,,,,6.0,55.0,7.0
3492,Cliff Matthews,2010,South Carolina,SEC,https://www.sports-reference.com/cfb/schools/south-carolina/2010.html,SR,DL,14,,,,,,,,,,,,,,,,,,,,,,30,14,44,8.5,5.5,,,,,1,0,0,0,4,,,,,,,,,5.0,34.0,9.0
3493,Baron Batch,2006,Texas Tech,Big 12,https://www.sports-reference.com/cfb/schools/texas-tech/2006.html,FR,RB,6,,,,,,,,,,9,43,4.8,1,6,41,6.8,0,15,84,5.6,1,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,38.0,8.0
3494,Baron Batch,2008,Texas Tech,Big 12,https://www.sports-reference.com/cfb/schools/texas-tech/2008.html,SO,RB,13,,,,,,,,,,113,758,6.7,7,45,449,10.0,1,158,1207,7.6,8,,,,,,0,0,,0,,,,,,,,,,,,,,2.0,9.0,11.0
3495,Baron Batch,2009,Texas Tech,Big 12,https://www.sports-reference.com/cfb/schools/texas-tech/2009.html,JR,RB,13,,,,,,,,,,168,884,5.3,14,57,395,6.9,1,225,1279,5.7,15,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,4.0,22.0,9.0
3496,Baron Batch,2010,Texas Tech,Big 12,https://www.sports-reference.com/cfb/schools/texas-tech/2010.html,SR,RB,13,,,,,,,,,,177,816,4.6,5,32,226,7.1,3,209,1042,5.0,8,1,1,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,5.0,35.0,8.0
3497,Lawrence Guy,2008,Arizona State,Pac-10,https://www.sports-reference.com/cfb/schools/arizona-state/2008.html,FR,DL,12,,,,,,,,,,,,,,,,,,,,,,17,27,44,10.0,2.0,,,,,0,1,22,1,0,,,,,,,,,7.0,73.0,5.0
3498,Lawrence Guy,2009,Arizona State,Pac-10,https://www.sports-reference.com/cfb/schools/arizona-state/2009.html,SO,DL,11,,,,,,,,,,,,,,,,,,,,,,20,17,37,7.0,4.5,,,,,0,1,8,0,1,,,,,,,,,8.0,91.0,4.0
3499,Lawrence Guy,2010,Arizona State,Pac-10,https://www.sports-reference.com/cfb/schools/arizona-state/2010.html,JR,DL,12,,,,,,,,,,,,,,,,,,,,,,14,27,41,6.0,1.5,,,,,2,0,0,0,0,,,,,,,,,6.0,64.0,6.0
3500,Andrew Gachkar,2007,Missouri,Big 12,https://www.sports-reference.com/cfb/schools/missouri/2007.html,FR,LB,14,,,,,,,,,,,,,,,,,,,,,,9,7,16,0.0,0.0,0,0,,0,0,0,0,0,1,,,,,,,,,2.0,3.0,12.0
3501,Andrew Gachkar,2008,Missouri,Big 12,https://www.sports-reference.com/cfb/schools/missouri/2008.html,SO,LB,14,,,,,,,,,,,,,,,,,,,,,,13,15,28,1.0,0.0,0,0,,0,1,0,0,0,0,,,,,,,,,4.0,19.0,10.0
3502,Andrew Gachkar,2009,Missouri,Big 12,https://www.sports-reference.com/cfb/schools/missouri/2009.html,JR,LB,13,,,,,,,,,,,,,,,,,,,,,,48,32,80,3.5,3.0,0,0,,0,0,0,0,0,1,,,,,,,,,5.0,35.0,8.0
3503,Andrew Gachkar,2010,Missouri,Big 12,https://www.sports-reference.com/cfb/schools/missouri/2010.html,SR,LB,13,,,,,,,,,,,,,,,,,,,,,,51,33,84,8.5,1.0,2,8,4.0,0,,,,,,,,,,,,,,3.0,16.0,10.0
3504,Greg Lloyd,2007,Connecticut,Big East,https://www.sports-reference.com/cfb/schools/connecticut/2007.html,FR,LB,4,,,,,,,,,,,,,,,,,,,,,,5,1,6,1.0,1.0,0,0,,0,0,0,0,0,0,,,,,,,,,4.0,20.0,9.0
3505,Greg Lloyd,2008,Connecticut,Big East,https://www.sports-reference.com/cfb/schools/connecticut/2008.html,SO,LB,11,,,,,,,,,,,,,,,,,,,,,,26,31,57,8.0,1.0,0,0,,0,2,0,0,0,0,,,,,,,,,5.0,36.0,8.0
3506,Greg Lloyd,2009,Connecticut,Big East,https://www.sports-reference.com/cfb/schools/connecticut/2009.html,JR,LB,11,,,,,,,,,,,,,,,,,,,,,,53,38,91,3.0,1.0,0,0,,0,0,0,0,0,0,,,,,,,,,5.0,35.0,8.0
3507,Greg Lloyd,2010,Connecticut,Big East,https://www.sports-reference.com/cfb/schools/connecticut/2010.html,SR,DL,7,,,,,,,,,,,,,,,,,,,,,,19,6,25,3.0,0.0,1,2,2.0,0,,,,,,,,,,,,,,5.0,35.0,8.0
3508,Daniel Hardy,2008,Idaho,WAC,https://www.sports-reference.com/cfb/schools/idaho/2008.html,SO,WR,7,,,,,,,,,,,,,,9,128,14.2,2,9,128,14.2,2,,,,,,,,,,,,,,,,,,,,,,,10.0,111.0,2.0
3509,Daniel Hardy,2009,Idaho,WAC,https://www.sports-reference.com/cfb/schools/idaho/2009.html,JR,WR,12,,,,,,,,,,,,,,39,691,17.7,3,39,691,17.7,3,,,,,,,,,,,,,,,,,,,,,,,5.0,35.0,8.0
3510,Daniel Hardy,2010,Idaho,WAC,https://www.sports-reference.com/cfb/schools/idaho/2010.html,SR,TE,8,,,,,,,,,,,,,,32,545,17.0,1,32,545,17.0,1,,,,,,,,,,,,,,,,,,,,,,,7.0,67.0,6.0
3511,Stanley Havili,2006,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2006.html,FR,RB,3,,,,,,,,,,,,,,4,24,6.0,0,4,24,6.0,0,,,,,,0,0,,0,,,,,,,,,,,,,,2.0,6.0,11.0
3512,Stanley Havili,2007,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2007.html,FR,RB,13,,,,,,,,,,21,134,6.4,2,34,248,7.3,5,55,382,6.9,7,,,,,,0,0,,0,,,,,,,,,,,,,,2.0,5.0,11.0
3513,Stanley Havili,2008,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2008.html,SO,RB,12,,,,,,,,,,13,71,5.5,0,24,324,13.5,3,37,395,10.7,3,,,,,,0,0,,0,,,,,,,,,,,,,,1.0,3.0,12.0
3514,Stanley Havili,2009,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2009.html,JR,RB,11,,,,,,,,,,21,138,6.6,0,22,298,13.5,2,43,436,10.1,2,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,4.0,22.0,9.0
3515,Stanley Havili,2010,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2010.html,SR,RB,13,,,,,,,,,,26,166,6.4,1,32,396,12.4,2,58,562,9.7,3,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,35.0,8.0
3516,David Ausberry,2007,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2007.html,SO,WR,13,,,,,,,,,,,,,,26,240,9.2,2,26,240,9.2,2,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,2.0,5.0,11.0
3517,David Ausberry,2008,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2008.html,SO,WR,13,,,,,,,,,,,,,,6,85,14.2,1,6,85,14.2,1,,,,,,0,0,,0,,,,,,,,,,,,,,1.0,3.0,12.0
3518,David Ausberry,2009,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2009.html,JR,WR,7,,,,,,,,,,,,,,12,123,10.3,0,12,123,10.3,0,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,4.0,22.0,9.0
3519,David Ausberry,2010,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2010.html,SR,WR,13,,,,,,,,,,2,14,7.0,0,20,252,12.6,4,22,266,12.1,4,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,5.0,35.0,8.0
3520,Malcolm Smith,2007,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2007.html,FR,LB,13,,,,,,,,,,,,,,,,,,,,,,6,0,6,0.0,0.0,0,0,,0,,,,,,,,,,,,,,2.0,5.0,11.0
3521,Malcolm Smith,2008,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2008.html,SO,LB,13,,,,,,,,,,,,,,,,,,,,,,12,6,18,0.5,0.0,0,0,,0,0,0,0,0,0,,,,,,,,,1.0,3.0,12.0
3522,Malcolm Smith,2009,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2009.html,JR,LB,10,,,,,,,,,,,,,,,,,,,,,,37,35,72,6.0,0.0,1,62,62.0,1,,,,,,,,,,,,,,4.0,22.0,9.0
3523,Malcolm Smith,2010,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2010.html,SR,LB,11,,,,,,,,,,,,,,,,,,,,,,46,32,78,8.0,1.0,1,74,74.0,1,,,68,1,,,,,,,,,,5.0,35.0,8.0
3524,Nate Bussey,2007,Illinois,Big Ten,https://www.sports-reference.com/cfb/schools/illinois/2007.html,FR,DB,13,,,,,,,,,,,,,,,,,,,,,,5,4,9,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,4.0,20.0,9.0
3525,Nate Bussey,2008,Illinois,Big Ten,https://www.sports-reference.com/cfb/schools/illinois/2008.html,SO,DB,12,,,,,,,,,,,,,,,,,,,,,,12,9,21,0.0,0.0,0,0,,0,2,0,0,0,0,0,0,,0,0,0,,0,7.0,73.0,5.0
3526,Nate Bussey,2009,Illinois,Big Ten,https://www.sports-reference.com/cfb/schools/illinois/2009.html,JR,LB,12,,,,,,,,,,,,,,,,,,,,,,30,13,43,0.5,0.5,0,0,,0,,,,,,,,,,1,12,12.0,0,9.0,101.0,3.0
3527,Nate Bussey,2010,Illinois,Big Ten,https://www.sports-reference.com/cfb/schools/illinois/2010.html,SR,LB,13,,,,,,,,,,,,,,,,,,,,,,48,35,83,8.5,1.0,1,16,16.0,1,,,,,,,,,,,,,,6.0,50.0,7.0
3528,Jay Finley,2007,Baylor,Big 12,https://www.sports-reference.com/cfb/schools/baylor/2007.html,FR,RB,12,,,,,,,,,,55,207,3.8,2,18,152,8.4,1,73,359,4.9,3,1,1,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,9.0,100.0,3.0
3529,Jay Finley,2008,Baylor,Big 12,https://www.sports-reference.com/cfb/schools/baylor/2008.html,SO,RB,12,,,,,,,,,,149,865,5.8,7,7,141,20.1,2,156,1006,6.4,9,,,,,,0,0,,0,,,,,,,,,,,,,,8.0,89.0,4.0
3530,Jay Finley,2009,Baylor,Big 12,https://www.sports-reference.com/cfb/schools/baylor/2009.html,JR,RB,9,,,,,,,,,,79,370,4.7,1,6,47,7.8,0,85,417,4.9,1,,,,,,0,0,,0,,,,,,,,,,,,,,8.0,91.0,4.0
3531,Jay Finley,2010,Baylor,Big 12,https://www.sports-reference.com/cfb/schools/baylor/2010.html,SR,RB,13,,,,,,,,,,195,1218,6.2,12,9,76,8.4,0,204,1294,6.3,12,,,,,,0,0,,0,,,,,,,,,,,,,,6.0,50.0,7.0
3532,Jeremy Beal,2007,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2007.html,FR,DL,13,,,,,,,,,,,,,,,,,,,,,,15,6,21,5.0,1.0,0,0,,0,0,0,0,0,1,,,,,,,,,3.0,10.0,11.0
3533,Jeremy Beal,2008,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2008.html,SO,DL,14,,,,,,,,,,,,,,,,,,,,,,36,25,61,15.5,8.5,0,0,,0,4,0,0,0,3,,,,,,,,,2.0,6.0,12.0
3534,Jeremy Beal,2009,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2009.html,JR,DL,13,,,,,,,,,,,,,,,,,,,,,,46,24,70,19.0,11.0,1,4,4.0,0,,,,,,,,,,,,,,5.0,35.0,8.0
3535,Jeremy Beal,2010,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2010.html,SR,DL,14,,,,,,,,,,,,,,,,,,,,,,42,30,72,19.0,8.5,0,0,,0,7,0,0,0,3,,,,,,,,,2.0,8.0,12.0
3536,Eric Hagg,2007,Nebraska,Big 12,https://www.sports-reference.com/cfb/schools/nebraska/2007.html,FR,DB,7,,,,,,,,,,,,,,,,,,,,,,0,2,2,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,7.0,74.0,5.0
3537,Eric Hagg,2008,Nebraska,Big 12,https://www.sports-reference.com/cfb/schools/nebraska/2008.html,SO,DB,13,,,,,,,,,,,,,,,,,,,,,,29,10,39,4.5,1.0,0,0,,0,7,1,3,0,1,0,0,,0,0,0,,0,4.0,21.0,9.0
3538,Eric Hagg,2009,Nebraska,Big 12,https://www.sports-reference.com/cfb/schools/nebraska/2009.html,JR,DB,14,,,,,,,,,,,,,,,,,,,,,,30,10,40,6.5,2.0,1,0,0.0,0,,,,,,,,,,,,,,4.0,19.0,10.0
3539,Eric Hagg,2010,Nebraska,Big 12,https://www.sports-reference.com/cfb/schools/nebraska/2010.html,SR,DB,14,,,,,,,,,,,,,,,,,,,,,,41,8,49,3.0,1.0,5,37,7.4,0,,,,,,1,95,95.0,1,,,,,4.0,21.0,10.0
3540,Demarco Sampson,2005,San Diego State,MWC,https://www.sports-reference.com/cfb/schools/san-diego-state/2005.html,FR,WR,12,,,,,,,,,,,,,,6,60,10.0,1,6,60,10.0,1,5,1,6,0.0,0.0,0,0,,0,,,,,,,,,,,,,,7.0,83.0,5.0
3541,Demarco Sampson,2008,San Diego State,MWC,https://www.sports-reference.com/cfb/schools/san-diego-state/2008.html,JR,WR,11,,,,,,,,,,,,,,11,111,10.1,1,11,111,10.1,1,,,,,,0,0,,0,,,,,,2,2,1.0,0,7,110,15.7,0,10.0,111.0,2.0
3542,Demarco Sampson,2009,San Diego State,MWC,https://www.sports-reference.com/cfb/schools/san-diego-state/2009.html,SR,WR,12,,,,,,,,,,4,-2,-0.5,0,62,851,13.7,8,66,849,12.9,8,,,,,,0,0,,0,,,,,,,,,,,,,,8.0,91.0,4.0
3543,Demarco Sampson,2010,San Diego State,MWC,https://www.sports-reference.com/cfb/schools/san-diego-state/2010.html,SR,WR,13,,,,,,,,,,4,11,2.8,0,67,1220,18.2,8,71,1231,17.3,8,2,0,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,4.0,25.0,9.0
3544,Tommie Campbell,2005,Pitt,Big East,https://www.sports-reference.com/cfb/schools/pittsburgh/2005.html,FR,DB,8,,,,,,,,,,,,,,,,,,,,,,1,3,4,0.0,0.0,0,0,,0,0,0,0,0,0,,,,,,,,,6.0,65.0,5.0
3545,Tommie Campbell,2006,Pitt,Big East,https://www.sports-reference.com/cfb/schools/pittsburgh/2006.html,SO,LB,11,,,,,,,,,,,,,,,,,,,,,,32,17,49,4.0,0.0,1,61,61.0,0,,,,,,,,,,,,,,6.0,61.0,6.0
3546,Chris Neild,2007,West Virginia,Big East,https://www.sports-reference.com/cfb/schools/west-virginia/2007.html,FR,DL,11,,,,,,,,,,,,,,,,,,,,,,8,5,13,0.5,0.5,0,0,,0,0,0,0,0,0,,,,,,,,,2.0,5.0,11.0
3547,Chris Neild,2008,West Virginia,Big East,https://www.sports-reference.com/cfb/schools/west-virginia/2008.html,SO,DL,13,,,,,,,,,,,,,,,,,,,,,,20,27,47,4.5,2.5,0,0,,0,1,0,0,0,1,,,,,,,,,4.0,21.0,9.0
3548,Chris Neild,2009,West Virginia,Big East,https://www.sports-reference.com/cfb/schools/west-virginia/2009.html,JR,DL,13,,,,,,,,,,,,,,,,,,,,,,13,22,35,2.0,0.0,1,1,1.0,0,,,,,,,,,,,,,,4.0,22.0,9.0
3549,Chris Neild,2010,West Virginia,Big East,https://www.sports-reference.com/cfb/schools/west-virginia/2010.html,SR,DL,13,,,,,,,,,,,,,,,,,,,,,,17,18,35,4.0,3.0,0,0,,0,0,0,0,0,0,,,,,,,,,4.0,25.0,9.0
3550,Cheta Ozougwu,2007,Rice,CUSA,https://www.sports-reference.com/cfb/schools/rice/2007.html,FR,DL,10,,,,,,,,,,,,,,,,,,,,,,26,17,43,2.5,0.0,,,,,1,0,0,0,0,,,,,,,,,9.0,100.0,3.0
3551,Cheta Ozougwu,2008,Rice,CUSA,https://www.sports-reference.com/cfb/schools/rice/2008.html,SO,DL,12,,,,,,,,,,,,,,,,,,,,,,25,15,40,6.0,3.5,,,,,0,0,0,0,1,,,,,,,,,3.0,14.0,10.0
3552,Cheta Ozougwu,2009,Rice,CUSA,https://www.sports-reference.com/cfb/schools/rice/2009.html,JR,DL,12,,,,,,,,,,,,,,,,,,,,,,37,24,61,10.5,4.5,,,,,2,1,0,0,0,,,,,,,,,10.0,109.0,2.0
3553,Cheta Ozougwu,2010,Rice,CUSA,https://www.sports-reference.com/cfb/schools/rice/2010.html,SR,DL,12,,,,,,,,,,,,,,,,,,,,,,33,21,54,6.0,3.0,,,,,2,0,0,0,3,,,,,,,,,8.0,87.0,4.0
3554,Andrew Luck,2009,Stanford,Pac-10,https://www.sports-reference.com/cfb/schools/stanford/2009.html,FR,QB,12,162,288,56.3,2575,8.9,9.2,13,4,143.5,61,354,5.8,2,1,11,11.0,0,62,365,5.9,2,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,35.0,8.0
3555,Andrew Luck,2010,Stanford,Pac-10,https://www.sports-reference.com/cfb/schools/stanford/2010.html,SO,QB,13,263,372,70.7,3338,9.0,9.7,32,8,170.2,55,453,8.2,3,,,,,55,453,8.2,3,2,0,2,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,1.0,4.0,12.0
3556,Andrew Luck,2011,Stanford,Pac-12,https://www.sports-reference.com/cfb/schools/stanford/2011.html,SR,QB,13,288,404,71.3,3517,8.7,9.4,37,10,169.7,47,150,3.2,2,1,13,13.0,0,48,163,3.4,2,1,0,1,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,2.0,8.0,11.0
3557,Robert Griffin III,2008,Baylor,Big 12,https://www.sports-reference.com/cfb/schools/baylor/2008.html,FR,QB,12,160,267,59.9,2091,7.8,8.4,15,3,142.0,173,843,4.9,13,1,0,0.0,0,174,843,4.8,13,,,,,,0,0,,0,,,,,,,,,,,,,,8.0,89.0,4.0
3558,Robert Griffin III,2009,Baylor,Big 12,https://www.sports-reference.com/cfb/schools/baylor/2009.html,SO,QB,3,45,69,65.2,481,7.0,8.1,4,0,142.9,27,77,2.9,2,,,,,27,77,2.9,2,,,,,,0,0,,0,,,,,,,,,,,,,,8.0,91.0,4.0
