,player,year,school,conference,team_year_url,class,pos,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,losses,rank,wins
5845,Lorenzo Doss,2014,Tulane,American,https://www.sports-reference.com/cfb/schools/tulane/2014.html,JR,CB,12,,,,,,,,,,,,,,,,,,,,,,36,12,48,5.0,1.0,3,7,2.3,0,9,0,,,0,,,,,,,,,9.0,105.0,3.0
5846,Damian Swann,2011,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2011.html,FR,DB,11,,,,,,,,,,,,,,,,,,,,,,3,2,5,1.0,0.0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,4.0,25.0,10.0
5847,Damian Swann,2012,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2012.html,SO,DB,14,,,,,,,,,,,,,,,,,,,,,,34,19,53,3.5,2.0,4,61,15.3,0,,,,,,5,37,7.4,0,,,,,2.0,5.0,12.0
5848,Damian Swann,2013,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2013.html,JR,CB,13,,,,,,,,,,,,,,,,,,,,,,43,14,57,1.0,0.0,0,0,,0,8,0,,,0,9,28,3.1,0,0,0,,0,5.0,41.0,8.0
5849,Damian Swann,2014,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2014.html,SR,CB,12,,,,,,,,,,,,,,,,,,,,,,35,30,65,4.5,2.0,4,18,4.5,0,8,1,99,1,4,0,0,,0,0,0,,0,3.0,14.0,10.0
5850,Michael Burton,2011,Rutgers,Big East,https://www.sports-reference.com/cfb/schools/rutgers/2011.html,SO,RB,12,,,,,,,,,,10,44,4.4,0,10,68,6.8,1,20,112,5.6,1,0,2,2,0.0,0.0,0,0,,0,0,0,,,0,,,,,2,25,12.5,0,4.0,28.0,9.0
5851,Michael Burton,2012,Rutgers,Big East,https://www.sports-reference.com/cfb/schools/rutgers/2012.html,SO,RB,4,,,,,,,,,,2,9,4.5,0,3,34,11.3,0,5,43,8.6,0,,,,,,0,0,,0,,,,,,,,,,,,,,4.0,28.0,9.0
5852,Michael Burton,2013,Rutgers,American,https://www.sports-reference.com/cfb/schools/rutgers/2013.html,JR,FB,12,0,0,,0,,,0,0,,9,61,6.8,0,19,149,7.8,2,28,210,7.5,2,1,1,2,0.0,0.0,0,0,,0,0,0,,,0,0,0,,0,1,14,14.0,0,7.0,80.0,6.0
5853,Michael Burton,2014,Rutgers,Big Ten,https://www.sports-reference.com/cfb/schools/rutgers/2014.html,SR,FB,11,1,1,100.0,-2,-2.0,-2.0,0,0,83.2,1,2,2.0,0,15,150,10.0,0,16,152,9.5,0,4,5,9,0.0,0.0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,5.0,37.0,8.0
5854,David Mayo,2012,Texas State,WAC,https://www.sports-reference.com/cfb/schools/texas-state/2012.html,,DB,,,,,,,,,,,,,,,,,,,,,,,22,19,41,1.0,0.0,,,,,1,0,0,0,0,,,,,,,,,8.0,87.0,4.0
5855,David Mayo,2013,Texas State,Sun Belt,https://www.sports-reference.com/cfb/schools/texas-state/2013.html,JR,LB,9,,,,,,,,,,,,,,,,,,,,,,63,26,89,4.5,1.0,4,35,8.8,0,0,0,,,0,,,,,,,,,6.0,73.0,6.0
5856,David Mayo,2014,Texas State,Sun Belt,https://www.sports-reference.com/cfb/schools/texas-state/2014.html,SR,LB,12,,,,,,,,,,,,,,,,,,,,,,72,82,154,4.5,1.5,0,0,,0,2,1,,,3,,,,,,,,,5.0,53.0,7.0
5857,Cameron Artis-Payne,2013,Auburn,SEC,https://www.sports-reference.com/cfb/schools/auburn/2013.html,JR,RB,13,,,,,,,,,,91,610,6.7,6,1,4,4.0,0,92,614,6.7,6,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,2.0,5.0,12.0
5858,Cameron Artis-Payne,2014,Auburn,SEC,https://www.sports-reference.com/cfb/schools/auburn/2014.html,SR,RB,13,,,,,,,,,,303,1608,5.3,13,13,147,11.3,0,316,1755,5.6,13,1,0,1,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,5.0,37.0,8.0
5859,Max Valles,2013,Virginia,ACC,https://www.sports-reference.com/cfb/schools/virginia/2013.html,FR,DE,8,,,,,,,,,,,,,,,,,,,,,,8,15,23,5.5,4.0,0,0,,0,4,1,,,1,,,,,,,,,10.0,107.0,2.0
5860,Max Valles,2014,Virginia,ACC,https://www.sports-reference.com/cfb/schools/virginia/2014.html,SO,LB,12,,,,,,,,,,,,,,,,,,,,,,24,31,55,12.5,9.0,1,35,35.0,1,8,1,,,3,,,,,,,,,7.0,86.0,5.0
5861,Michael Bennett,2011,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2011.html,FR,DL,13,,,,,,,,,,,,,,,,,,,,,,13,4,17,5.0,3.0,0,0,,0,0,0,,,0,,,,,,,,,7.0,68.0,6.0
5862,Michael Bennett,2012,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2012.html,SO,DL,,,,,,,,,,,,,,,,,,,,,,,6,5,11,1.0,1.0,,,,,1,0,0,0,1,,,,,,,,,0.0,1.0,12.0
5863,Michael Bennett,2013,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2013.html,JR,DL,13,,,,,,,,,,,,,,,,,,,,,,18,24,42,11.5,7.0,0,0,,0,0,2,,,3,,,,,,,,,2.0,5.0,12.0
5864,Michael Bennett,2014,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2014.html,SR,DT,15,,,,,,,,,,,,,,,,,,,,,,24,16,40,14.0,7.0,0,0,,0,3,0,,,3,,,,,,,,,1.0,1.0,14.0
5865,Kyshoen Jarrett,2011,Virginia Tech,ACC,https://www.sports-reference.com/cfb/schools/virginia-tech/2011.html,FR,DB,14,,,,,,,,,,,,,,,,,,,,,,4,3,7,0.0,0.0,0,0,,0,0,0,,,0,2,12,6.0,0,,,,,3.0,14.0,11.0
5866,Kyshoen Jarrett,2012,Virginia Tech,ACC,https://www.sports-reference.com/cfb/schools/virginia-tech/2012.html,SO,DB,13,,,,,,,,,,,,,,,,,,,,,,58,25,83,4.5,0.0,0,0,,0,,,,,,18,250,13.9,1,,,,,6.0,58.0,7.0
5867,Kyshoen Jarrett,2013,Virginia Tech,ACC,https://www.sports-reference.com/cfb/schools/virginia-tech/2013.html,JR,CB,13,,,,,,,,,,,,,,,,,,,,,,41,30,71,1.0,0.0,2,13,6.5,0,2,0,,,0,26,139,5.3,0,0,0,,0,5.0,41.0,8.0
5868,Kyshoen Jarrett,2014,Virginia Tech,ACC,https://www.sports-reference.com/cfb/schools/virginia-tech/2014.html,SR,CB,13,,,,,,,,,,,,,,,,,,,,,,52,36,88,3.0,0.5,3,35,11.7,0,5,0,,,1,6,62,10.3,0,0,0,,0,6.0,58.0,7.0
5869,Kaelin Clay,2014,Utah,Pac-12,https://www.sports-reference.com/cfb/schools/utah/2014.html,SR,WR,13,,,,,,,,,,4,4,1.0,0,43,523,12.2,4,47,527,11.2,4,,,,,,,,,,,,,,,23,346,15.0,3,22,548,24.9,1,4.0,25.0,9.0
5870,Geremy Davis,2011,Connecticut,Big East,https://www.sports-reference.com/cfb/schools/connecticut/2011.html,FR,WR,12,,,,,,,,,,,,,,6,73,12.2,0,6,73,12.2,0,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,7.0,77.0,5.0
5871,Geremy Davis,2012,Connecticut,Big East,https://www.sports-reference.com/cfb/schools/connecticut/2012.html,SO,WR,12,,,,,,,,,,,,,,44,613,13.9,1,44,613,13.9,1,1,1,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,7.0,78.0,5.0
5872,Geremy Davis,2013,Connecticut,American,https://www.sports-reference.com/cfb/schools/connecticut/2013.html,JR,WR,12,,,,,,,,,,0,0,,0,71,1085,15.3,3,71,1085,15.3,3,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,9.0,98.0,3.0
5873,Geremy Davis,2014,Connecticut,American,https://www.sports-reference.com/cfb/schools/connecticut/2014.html,SR,WR,10,,,,,,,,,,0,0,,0,44,521,11.8,3,44,521,11.8,3,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,10.0,118.0,2.0
5874,Evan Spencer,2011,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2011.html,FR,WR,10,,,,,,,,,,,,,,3,78,26.0,1,3,78,26.0,1,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,7.0,68.0,6.0
5875,Evan Spencer,2012,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2012.html,SO,WR,11,,,,,,,,,,,,,,12,136,11.3,0,12,136,11.3,0,0,1,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,0.0,1.0,12.0
5876,Evan Spencer,2013,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2013.html,JR,WR,10,0,0,,0,,,0,0,,0,0,,0,22,216,9.8,3,22,216,9.8,3,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,2.0,5.0,12.0
5877,Evan Spencer,2014,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2014.html,SR,WR,12,1,1,100.0,13,13.0,33.0,1,0,539.2,1,9,9.0,0,15,149,9.9,3,16,158,9.9,3,4,0,4,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,1.0,1.0,14.0
5878,Charles Gaines,2012,Louisville,Big East,https://www.sports-reference.com/cfb/schools/louisville/2012.html,FR,WR,7,,,,,,,,,,,,,,11,172,15.6,1,11,172,15.6,1,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,11.0
5879,Charles Gaines,2013,Louisville,American,https://www.sports-reference.com/cfb/schools/louisville/2013.html,SO,CB,12,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,17,5,22,0.0,0.0,5,106,21.2,1,7,1,,,0,1,35,35.0,1,10,301,30.1,1,1.0,3.0,12.0
5880,Charles Gaines,2014,Louisville,ACC,https://www.sports-reference.com/cfb/schools/louisville/2014.html,JR,CB,13,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,30,5,35,0.0,0.0,2,12,6.0,0,10,0,,,0,0,0,,0,2,38,19.0,0,4.0,25.0,9.0
5881,Jacorey Shepherd,2011,Kansas,Big 12,https://www.sports-reference.com/cfb/schools/kansas/2011.html,FR,WR,10,,,,,,,,,,,,,,15,252,16.8,3,15,252,16.8,3,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,10.0,109.0,2.0
5882,Jacorey Shepherd,2012,Kansas,Big 12,https://www.sports-reference.com/cfb/schools/kansas/2012.html,SO,DB,6,,,,,,,,,,,,,,,,,,0,0,,0,13,2,15,1.0,0.0,0,0,,0,,,,,,,,,,2,30,15.0,0,11.0,118.0,1.0
5883,Jacorey Shepherd,2013,Kansas,Big 12,https://www.sports-reference.com/cfb/schools/kansas/2013.html,JR,CB,12,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,28,17,45,2.0,1.0,2,32,16.0,1,10,2,,,1,0,0,,0,24,547,22.8,0,9.0,98.0,3.0
5884,Jacorey Shepherd,2014,Kansas,Big 12,https://www.sports-reference.com/cfb/schools/kansas/2014.html,SR,CB,12,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,24,6,30,0.0,0.0,3,0,0.0,0,14,0,,,0,0,0,,0,37,773,20.9,0,9.0,105.0,3.0
5885,Darius Philon,2013,Arkansas,SEC,https://www.sports-reference.com/cfb/schools/arkansas/2013.html,FR,DT,12,,,,,,,,,,,,,,,,,,,,,,21,25,46,9.0,3.0,0,0,,0,0,0,,,2,,,,,,,,,9.0,98.0,3.0
5886,Darius Philon,2014,Arkansas,SEC,https://www.sports-reference.com/cfb/schools/arkansas/2014.html,SO,DT,13,,,,,,,,,,,,,,,,,,,,,,25,21,46,11.0,4.5,0,0,,0,2,3,14,1,1,,,,,,,,,6.0,58.0,7.0
5887,B.J. Dubose,2012,Louisville,Big East,https://www.sports-reference.com/cfb/schools/louisville/2012.html,SO,DL,,,,,,,,,,,,,,,,,,,,,,,5,10,15,0.5,0.0,,,,,1,0,0,0,0,,,,,,,,,2.0,9.0,11.0
5888,B.J. Dubose,2013,Louisville,American,https://www.sports-reference.com/cfb/schools/louisville/2013.html,JR,DT,8,,,,,,,,,,,,,,,,,,,,,,4,12,16,5.0,2.0,0,0,,0,0,1,,,0,,,,,,,,,1.0,3.0,12.0
5889,B.J. Dubose,2014,Louisville,ACC,https://www.sports-reference.com/cfb/schools/louisville/2014.html,SR,DT,12,,,,,,,,,,,,,,,,,,,,,,22,19,41,7.5,4.0,0,0,,0,1,1,,,0,,,,,,,,,4.0,25.0,9.0
5890,Nick O'Leary,2011,Florida State,ACC,https://www.sports-reference.com/cfb/schools/florida-state/2011.html,FR,TE,13,,,,,,,,,,,,,,12,164,13.7,1,12,164,13.7,1,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,4.0,28.0,9.0
5891,Nick O'Leary,2012,Florida State,ACC,https://www.sports-reference.com/cfb/schools/florida-state/2012.html,SO,TE,13,,,,,,,,,,,,,,21,252,12.0,3,21,252,12.0,3,,,,,,0,0,,0,,,,,,,,,,,,,,2.0,5.0,12.0
5892,Nick O'Leary,2013,Florida State,ACC,https://www.sports-reference.com/cfb/schools/florida-state/2013.html,JR,TE,12,,,,,,,,,,0,0,,0,33,557,16.9,7,33,557,16.9,7,1,0,1,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,0.0,1.0,14.0
5893,Nick O'Leary,2014,Florida State,ACC,https://www.sports-reference.com/cfb/schools/florida-state/2014.html,SR,TE,13,,,,,,,,,,0,0,,1,48,618,12.9,6,48,618,12.9,7,2,0,2,0.0,0.0,0,0,,0,0,0,,1,0,,,,,,,,,1.0,2.0,13.0
5894,Malcolm Johnson,2011,Mississippi State,SEC,https://www.sports-reference.com/cfb/schools/mississippi-state/2011.html,FR,WR,11,,,,,,,,,,,,,,11,206,18.7,3,11,206,18.7,3,0,1,1,0.0,0.0,0,0,,0,0,0,,,0,,,,,1,7,7.0,0,6.0,50.0,7.0
5895,Malcolm Johnson,2012,Mississippi State,SEC,https://www.sports-reference.com/cfb/schools/mississippi-state/2012.html,SO,TE,8,,,,,,,,,,,,,,10,171,17.1,2,10,171,17.1,2,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,5.0,43.0,8.0
5896,Malcolm Johnson,2013,Mississippi State,SEC,https://www.sports-reference.com/cfb/schools/mississippi-state/2013.html,JR,TE,12,,,,,,,,,,0,0,,0,30,391,13.0,2,30,391,13.0,2,2,0,2,0.0,0.0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,6.0,61.0,7.0
5897,Malcolm Johnson,2014,Mississippi State,SEC,https://www.sports-reference.com/cfb/schools/mississippi-state/2014.html,SR,TE,12,,,,,,,,,,0,0,,0,28,380,13.6,3,28,380,13.6,3,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,3.0,14.0,10.0
5898,Randall Evans,2011,Kansas State,Big 12,https://www.sports-reference.com/cfb/schools/kansas-state/2011.html,FR,DB,12,,,,,,,,,,,,,,,,,,,,,,7,4,11,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,3.0,18.0,10.0
5899,Randall Evans,2012,Kansas State,Big 12,https://www.sports-reference.com/cfb/schools/kansas-state/2012.html,SO,DB,13,,,,,,,,,,,,,,,,,,,,,,49,27,76,3.0,1.0,1,0,0.0,0,,,,,,,,,,,,,,2.0,9.0,11.0
5900,Randall Evans,2013,Kansas State,Big 12,https://www.sports-reference.com/cfb/schools/kansas-state/2013.html,JR,DB,13,,,,,,,,,,,,,,,,,,,,,,51,8,59,3.0,1.0,2,21,10.5,0,11,0,,,1,,,,,,,,,5.0,41.0,8.0
5901,Randall Evans,2014,Kansas State,Big 12,https://www.sports-reference.com/cfb/schools/kansas-state/2014.html,SR,DB,12,,,,,,,,,,,,,,,,,,,,,,50,14,64,4.5,0.0,4,21,5.3,0,10,0,,,2,,,,,,,,,4.0,25.0,9.0
5902,Derron Smith,2010,Fresno State,WAC,https://www.sports-reference.com/cfb/schools/fresno-state/2010.html,FR,DB,13,0,0,,0,,,0,0,,,,,,,,,,,,,,20,9,29,1.0,0.0,0,0,,0,1,0,,,0,0,0,,0,0,0,,0,5.0,35.0,8.0
5903,Derron Smith,2011,Fresno State,WAC,https://www.sports-reference.com/cfb/schools/fresno-state/2011.html,SO,DB,3,,,,,,,,,,,,,,,,,,,,,,14,2,16,1.0,0.0,1,13,13.0,0,2,0,,,1,,,,,,,,,9.0,97.0,4.0
5904,Derron Smith,2012,Fresno State,MWC,https://www.sports-reference.com/cfb/schools/fresno-state/2012.html,SO,DB,13,,,,,,,,,,,,,,,,,,,,,,61,18,79,1.0,0.0,6,127,21.2,1,,,,,,,,,,1,0,0.0,0,4.0,28.0,9.0
5905,Derron Smith,2013,Fresno State,MWC,https://www.sports-reference.com/cfb/schools/fresno-state/2013.html,JR,S,13,0,1,0.0,0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,59,28,87,8.0,4.0,7,135,19.3,1,6,0,,,0,0,0,,0,0,0,,0,2.0,9.0,11.0
5906,Derron Smith,2014,Fresno State,MWC,https://www.sports-reference.com/cfb/schools/fresno-state/2014.html,SR,S,14,0,0,,0,,,0,0,,,,,,,,,,,,,,61,26,87,2.0,0.0,1,21,21.0,0,6,2,,,0,9,99,11.0,0,1,12,12.0,0,8.0,85.0,6.0
5907,Randall Telfer,2011,USC,Pac-12,https://www.sports-reference.com/cfb/schools/southern-california/2011.html,FR,TE,12,,,,,,,,,,,,,,26,273,10.5,5,26,273,10.5,5,1,0,1,0.0,0.0,0,0,,0,0,0,,,0,,,,,1,2,2.0,0,2.0,13.0,10.0
5908,Randall Telfer,2012,USC,Pac-12,https://www.sports-reference.com/cfb/schools/southern-california/2012.html,SO,TE,12,,,,,,,,,,,,,,12,100,8.3,4,12,100,8.3,4,,,,,,0,0,,0,,,,,,,,,,,,,,6.0,58.0,7.0
5909,Randall Telfer,2013,USC,Pac-12,https://www.sports-reference.com/cfb/schools/southern-california/2013.html,SR,TE,5,,,,,,,,,,0,0,,0,6,78,13.0,1,6,78,13.0,1,2,0,2,0.0,0.0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,4.0,22.0,10.0
5910,Randall Telfer,2014,USC,Pac-12,https://www.sports-reference.com/cfb/schools/southern-california/2014.html,SR,TE,9,,,,,,,,,,0,0,,0,21,197,9.4,2,21,197,9.4,2,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,4.0,25.0,9.0
5911,Leterrius Walton,2011,Central Michigan,MAC,https://www.sports-reference.com/cfb/schools/central-michigan/2011.html,FR,DL,4,,,,,,,,,,,,,,,,,,,,,,2,5,7,2.0,0.5,0,0,,0,0,0,,,0,,,,,,,,,9.0,99.0,3.0
5912,Leterrius Walton,2012,Central Michigan,MAC,https://www.sports-reference.com/cfb/schools/central-michigan/2012.html,SO,DL,,,,,,,,,,,,,,,,,,,,,,,10,22,32,3.5,2.5,,,,,1,0,0,0,0,,,,,,,,,6.0,58.0,7.0
5913,Leterrius Walton,2013,Central Michigan,MAC,https://www.sports-reference.com/cfb/schools/central-michigan/2013.html,JR,DL,11,,,,,,,,,,,,,,,,,,,,,,15,19,34,10.5,1.0,0,0,,0,0,0,,,3,,,,,,,,,6.0,73.0,6.0
5914,Leterrius Walton,2014,Central Michigan,MAC,https://www.sports-reference.com/cfb/schools/central-michigan/2014.html,SR,DL,13,,,,,,,,,,,,,,,,,,,,,,19,14,33,3.5,2.0,0,0,,0,2,0,,,1,,,,,,,,,6.0,58.0,7.0
5915,Quandre Diggs,2011,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2011.html,FR,DB,13,,,,,,,,,,,,,,,,,,,,,,32,16,48,3.0,0.0,4,0,0.0,0,13,0,,,1,9,181,20.1,0,19,371,19.5,0,5.0,35.0,8.0
5916,Quandre Diggs,2012,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2012.html,SO,DB,13,,,,,,,,,,,,,,,,,,,,,,38,14,52,3.0,1.0,4,14,3.5,0,,,,,,13,106,8.2,0,1,21,21.0,0,4.0,28.0,9.0
5917,Quandre Diggs,2013,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2013.html,JR,CB,13,,,,,,,,,,,,,,,,,,,,,,34,19,53,3.0,2.5,0,0,,0,9,1,,,1,5,48,9.6,0,0,0,,0,5.0,41.0,8.0
5918,Quandre Diggs,2014,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2014.html,SR,CB,13,,,,,,,,,,,,,,,,,,,,,,50,17,67,5.0,2.0,3,14,4.7,0,5,0,,,1,2,-9,-4.5,0,0,0,,0,7.0,78.0,6.0
5919,Bud Sasser,2011,Missouri,Big 12,https://www.sports-reference.com/cfb/schools/missouri/2011.html,FR,WR,9,,,,,,,,,,,,,,3,16,5.3,0,3,16,5.3,0,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,5.0,35.0,8.0
5920,Bud Sasser,2012,Missouri,SEC,https://www.sports-reference.com/cfb/schools/missouri/2012.html,SO,WR,12,,,,,,,,,,,,,,10,231,23.1,1,10,231,23.1,1,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,7.0,78.0,5.0
5921,Bud Sasser,2013,Missouri,SEC,https://www.sports-reference.com/cfb/schools/missouri/2013.html,JR,WR,13,1,1,100.0,40,40.0,60.0,1,0,766.0,0,0,,0,26,361,13.9,1,26,361,13.9,1,0,2,2,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,2.0,5.0,12.0
5922,Bud Sasser,2014,Missouri,SEC,https://www.sports-reference.com/cfb/schools/missouri/2014.html,SR,WR,14,0,0,,0,,,0,0,,0,0,,0,77,1003,13.0,12,77,1003,13.0,12,4,0,4,0.0,0.0,0,0,,0,0,0,,,1,,,,,,,,,3.0,10.0,11.0
5923,A.J. Derby,2011,Iowa,Big Ten,https://www.sports-reference.com/cfb/schools/iowa/2011.html,SO,QB,9,3,6,50.0,30,5.0,5.0,0,0,92.0,,,,,,,,,0,0,,0,1,0,1,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,6.0,50.0,7.0
5924,A.J. Derby,2013,Arkansas,SEC,https://www.sports-reference.com/cfb/schools/arkansas/2013.html,JR,QB,5,19,36,52.8,178,4.9,4.3,1,1,97.9,6,2,0.3,0,0,0,,0,6,2,0.3,0,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,9.0,98.0,3.0
5925,A.J. Derby,2014,Arkansas,SEC,https://www.sports-reference.com/cfb/schools/arkansas/2014.html,SR,TE,9,0,0,,0,,,0,0,,1,-6,-6.0,0,22,303,13.8,3,23,297,12.9,3,1,2,3,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,6.0,58.0,7.0
5926,Darius Kilgo,2011,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2011.html,FR,DL,5,,,,,,,,,,,,,,,,,,,,,,4,1,5,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,10.0,109.0,2.0
5927,Darius Kilgo,2012,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2012.html,SO,DL,,,,,,,,,,,,,,,,,,,,,,,23,17,40,5.0,1.5,,,,,1,0,0,0,1,,,,,,,,,8.0,87.0,4.0
5928,Darius Kilgo,2013,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2013.html,JR,DL,12,,,,,,,,,,,,,,,,,,,,,,16,21,37,6.5,2.0,0,0,,0,1,1,,,0,,,,,,,,,6.0,61.0,7.0
5929,Darius Kilgo,2014,Maryland,Big Ten,https://www.sports-reference.com/cfb/schools/maryland/2014.html,SR,DL,13,,,,,,,,,,,,,,,,,,,,,,31,12,43,8.0,2.0,0,0,,0,1,4,,,0,,,,,,,,,6.0,58.0,7.0
5930,Darren Waller,2012,Georgia Tech,ACC,https://www.sports-reference.com/cfb/schools/georgia-tech/2012.html,SO,WR,14,,,,,,,,,,,,,,8,162,20.3,0,8,162,20.3,0,1,1,2,0.0,0.0,,,,,,,,,,,,,,,,,,7.0,71.0,7.0
5931,Darren Waller,2013,Georgia Tech,ACC,https://www.sports-reference.com/cfb/schools/georgia-tech/2013.html,SO,WR,9,,,,,,,,,,0,0,,0,17,367,21.6,3,17,367,21.6,3,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,6.0,61.0,7.0
5932,Darren Waller,2014,Georgia Tech,ACC,https://www.sports-reference.com/cfb/schools/georgia-tech/2014.html,SR,WR,10,,,,,,,,,,0,0,,0,26,442,17.0,6,26,442,17.0,6,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,3.0,10.0,11.0
5933,Josh Robinson,2012,Mississippi State,SEC,https://www.sports-reference.com/cfb/schools/mississippi-state/2012.html,FR,RB,12,,,,,,,,,,55,335,6.1,1,3,8,2.7,0,58,343,5.9,1,1,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,5.0,43.0,8.0
5934,Josh Robinson,2013,Mississippi State,SEC,https://www.sports-reference.com/cfb/schools/mississippi-state/2013.html,SO,RB,13,,,,,,,,,,78,459,5.9,3,12,115,9.6,0,90,574,6.4,3,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,6.0,61.0,7.0
5935,Josh Robinson,2014,Mississippi State,SEC,https://www.sports-reference.com/cfb/schools/mississippi-state/2014.html,JR,RB,13,,,,,,,,,,190,1203,6.3,11,28,370,13.2,1,218,1573,7.2,12,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,,,,,,,,,3.0,14.0,10.0
5936,Aaron Ripkowski,2013,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2013.html,JR,FB,1,,,,,,,,,,0,0,,0,1,3,3.0,1,1,3,3.0,1,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,11.0
5937,Aaron Ripkowski,2014,Oklahoma,Big 12,https://www.sports-reference.com/cfb/schools/oklahoma/2014.html,SR,FB,5,,,,,,,,,,6,13,2.2,3,7,38,5.4,1,13,51,3.9,4,,,,,,,,,,,,,,,,,,,,,,,5.0,37.0,8.0
5938,Amarlo Herrera,2011,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2011.html,FR,LB,14,,,,,,,,,,,,,,,,,,,,,,16,21,37,3.0,0.0,0,0,,0,2,0,,,2,,,,,,,,,4.0,25.0,10.0
5939,Amarlo Herrera,2012,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2012.html,SO,LB,14,,,,,,,,,,,,,,,,,,,,,,33,37,70,3.0,0.0,1,35,35.0,1,,,,,,,,,,,,,,2.0,5.0,12.0
5940,Amarlo Herrera,2013,Georgia,SEC,https://www.sports-reference.com/cfb/schools/georgia/2013.html,JR,LB,13,,,,,,,,,,,,,,,,,,,,,,54,58,112,5.0,0.5,1,16,16.0,0,6,0,,,1,,,,,,,,,5.0,41.0,8.0
